uid,comp_key,gap,gap_hse,gap_gw,E_pred,E_sd,mahalanobis,in_anchor_box
1Al2Mg2S5-1,Al2-Mg2-S5,2.081215787876498,3.1239021299666794,,4.0477347,0.26893902,1.1423417059957657,True
2ClIZr-1,Cl1-I1-Zr1,0.47929543100742256,0.996723135284497,,1.3014765,0.26882032,0.8482264576939234,True
4AgF2-2,Ag1-F2,0.3248656156453178,1.6373186247040907,,1.9235028,0.2755644,3.958200706094062,True
1ClIZr-1,Cl1-I1-Zr1,0.8767597550288779,1.316612326368585,1.7441550357160858,1.743392,0.2674633,0.8236908986290283,True
1CdCl2O2Pb2-1,Cd1-Cl2-O2-Pb2,2.8687677451653126,3.927554850848648,,5.1519594,0.27133718,1.1749291569377511,True
1TiZrHf2Br8-1,Br8-Hf2-Ti1-Zr1,0.6237422848697998,1.1547088351767973,,1.515685,0.25759697,0.727954343049843,True
1CdCl2O2Sn2-1,Cd1-Cl2-O2-Sn2,2.7135268385019176,3.600097619586033,,4.7595253,0.27798408,0.9965309211285744,True
2HISr-1,H1-I1-Sr1,3.8266589530014574,4.8884189702856204,,6.4817634,0.2636471,1.9202686534264866,True
2HfZrSe4-1,Hf1-Se4-Zr1,0.8413855553191263,1.7148782567971728,,2.1728725,0.26749194,1.4809475612273257,True
2SbTlO3-1,O3-Sb1-Tl1,2.827946697884661,4.173212698013478,,5.3905563,0.25831342,2.0616829692976286,True
1BiFTe-1,Bi1-F1-Te1,0.5843387814369767,1.1786421645807315,,1.5164139,0.2592498,0.8276534932418478,True
1ClIGe2O3-1,Cl1-Ge2-I1-O3,0.9855856306948252,1.946191555362938,,2.471934,0.27288896,1.7007190959816494,True
1ZrHf3Se8-1,Hf3-Se8-Zr1,0.8440397800002202,1.691682481559349,,2.147414,0.26400644,1.369066234194596,True
1PbNa2H6O6-1,H6-Na2-O6-Pb1,2.9038722439096962,4.410436855787237,,5.6827354,0.27494466,2.682768008857802,True
2GeO-1,Ge1-O1,2.6858613965141025,3.6280943599473017,,4.7837734,0.25568503,0.9493370969745605,True
1BiHS2O6-1,Bi1-H1-O6-S2,2.4941600351867064,3.7837493566455893,,4.8763423,0.26459226,1.9740899078749135,True
4AsClSrSe2-1,As1-Cl1-Se2-Sr1,1.5885910086260624,2.371262041909036,,3.0986345,0.2581219,0.3021974703480694,True
1MgAl2S4-1,Al2-Mg1-S4,2.047671907886081,3.1430081116990625,,4.052403,0.2648703,1.38550425131533,True
2CoSbO3-1,Co1-O3-Sb1,0.9315882248510358,3.6425457212431938,,4.2503824,0.33562148,9.696715420016321,True
2Bi2O3-2,Bi2-O3,2.875695051378547,4.095494017699753,,5.34005,0.27112916,1.5936187555698125,True
2BiFHgO2-1,Bi1-F1-Hg1-O2,2.22095544472689,3.3436358164704263,,4.3325615,0.2712437,1.4089327326439407,True
2HInSeO4-1,H1-In1-O4-Se1,4.026935455039913,5.48658383213329,,7.1731744,0.27531996,2.3775358423516932,True
1MoOSe-1,Mo1-O1-Se1,0.752259767184515,1.5119756352825304,1.9785257367588631,1.9188346,0.27020147,1.1231086239367454,True
4AlClSe-1,Al1-Cl1-Se1,4.065730255297714,5.087424290874422,,6.756743,0.26638228,2.2219983344859955,True
2AlClSe-1,Al1-Cl1-Se1,3.7668697384292553,4.835362091214343,,6.3907547,0.2830959,1.8561132610811464,True
2BiCdClO2-1,Bi1-Cd1-Cl1-O2,2.8452191653800516,4.073203844831675,,5.304582,0.2754713,1.6242158224996934,True
1PbCl2-1,Cl2-Pb1,2.3665787899058444,3.4064969779805763,4.927990627901179,4.4520054,0.24759918,1.0413521614602894,True
1GeOBr2I2Zr2Se3-1,Br2-Ge1-I2-O1-Se3-Zr2,1.195296542397732,2.0875908883781777,,2.6728852,0.26765743,1.176329634556793,True
2HfBr2-1,Br2-Hf1,0.8402050974613258,1.3341300445482716,,1.7642196,0.2630585,0.65771301291986,True
1GeHfCl2S2-1,Cl2-Ge1-Hf1-S2,0.8357849385558107,1.5943214330266327,,2.032975,0.27604133,1.019381596133551,True
1ZnH2O2-1,H2-O2-Zn1,2.3331582592586857,4.267042625641457,,5.34408,0.28244492,4.937555477000243,True
1HfBr2-1,Br2-Hf1,0.7321311018396576,1.226479984244534,1.7592052825955982,1.608987,0.25761092,0.6905675981342317,True
4OPb-1,O1-Pb1,2.614160573133381,3.730795456774873,,4.8664465,0.26754418,1.2740301440148458,True
2CaHI-1,Ca1-H1-I1,3.6284093040565244,4.708604721714976,,6.220052,0.2691296,1.7208417187802227,True
1ONb3Br7-1,Br7-Nb3-O1,0.768685263681061,1.441231985649396,,1.8469074,0.26625475,0.8026695665619996,True
2HSbAs2O6-1,As2-H1-O6-Sb1,2.7653345885809544,4.010763906009757,,5.208403,0.26513153,1.7002886515228222,True
2CPPbH3O3-1,C1-H3-O3-P1-Pb1,3.8070726352093724,5.139247445953027,,6.7426305,0.26759654,2.0391548850179784,True
2BrCdSbO2-1,Br1-Cd1-O2-Sb1,2.364963474417981,3.5181705802756933,,4.557523,0.2582754,1.4704808620292404,True
1TiBr2-1,Br2-Ti1,0.7578801598060061,1.1656128489243553,1.4211583470202078,1.5517685,0.2694916,0.9180927278117074,True
2CPSnH3O3-1,C1-H3-O3-P1-Sn1,4.033968373245713,5.048899821284586,,6.7227325,0.26999003,2.198975167393253,True
2InCl3-1,Cl3-In1,3.7605209155339185,5.116437740520893,,6.700879,0.26521304,2.071759674144304,True
2PbCl2-2,Cl2-Pb1,2.7758948976057636,3.7358729398641866,,4.9317994,0.25847074,1.0224632058046887,True
1BiHTe2O6-1,Bi1-H1-O6-Te2,2.9788565011949393,4.22625362789387,,5.5018682,0.27011958,1.6769164488513304,True
1OSeW-1,O1-Se1-W1,1.244370246861024,2.00352522923235,2.445352571246664,2.5912814,0.2622884,0.5431078595796286,True
1CdBr2O2Pb2-1,Br2-Cd1-O2-Pb2,2.6464800310583785,3.6559589969446593,,4.8129745,0.26580155,0.9970539090238604,True
2AlBr3-1,Al1-Br3,3.896776653223594,5.0673323273882875,,6.698442,0.26699588,1.9321134837394043,True
4AlBrS-1,Al1-Br1-S1,3.9104690181744974,5.122594883045803,,6.750365,0.26060545,1.953183709292252,True
1CdCl2-1,Cd1-Cl2,3.8682847684144472,5.176434245379272,6.723265389571013,6.778228,0.27154008,2.0242719322206466,True
2BiBrCdO2-1,Bi1-Br1-Cd1-O2,2.4451567322328227,3.666577488036407,,4.745833,0.2635896,1.7142860375313445,True
1CdBr2O2Sn2-1,Br2-Cd1-O2-Sn2,2.4798090665274692,3.3175716063476473,,4.388376,0.2690598,0.8171842783349869,True
1ZnCl2-2,Cl2-Zn1,4.452870715551238,5.929177474335627,7.4390165867781155,7.781438,0.26839212,2.5563627351024185,True
2BrIZr-1,Br1-I1-Zr1,0.48382628667194005,0.9978402081445766,,1.2829031,0.25678408,0.8431587837524215,True
2FRhS-1,F1-Rh1-S1,0.9044821613545997,2.1751715677705876,,2.673821,0.26814654,3.1719508420801543,True
2SeZnH2O4-1,H2-O4-Se1-Zn1,4.4521794824085665,6.1586624096199,,8.026966,0.2662737,3.095085405204762,True
1WAu2O4-2,Au2-O4-W1,2.9615980000776276,4.436051439539341,,5.735957,0.25945494,2.525958233569688,True
1SSeTi-2,S1-Se1-Ti1,0.5053273464775114,1.3418207760400365,1.3330546514311035,1.6473333,0.26311597,1.714858844872915,True
2GaCl3-1,Cl3-Ga1,3.8295877184352465,5.192287288536328,,6.8041973,0.2652955,2.107333834350402,True
4AsBaClTe2-1,As1-Ba1-Cl1-Te2,0.9256540368076923,1.5769849082257203,,2.0458326,0.2682952,0.5606530342665575,True
4TeO2-1,O2-Te1,2.6674607144308053,3.812044681286415,,4.955189,0.2680967,1.3620121358200796,True
1BrIZr-1,Br1-I1-Zr1,0.7737126562498523,1.1744651143461948,1.589703087995478,1.5766923,0.26710325,0.9442027513106315,True
1MgI2-1,I2-Mg1,3.2728220824909773,4.200995867411706,5.743984333579279,5.5882277,0.2784912,1.5213471430752612,True
2HfTiSe4-1,Hf1-Se4-Ti1,0.6457717614969893,1.6102872819328535,,1.979647,0.27165335,2.0882157992960657,True
2ZrSe3-1,Se3-Zr1,0.4096178305363375,1.0308163591185968,,1.2999923,0.25870204,1.0864320157108405,True
2Al2S3-1,Al2-S3,3.133355288305654,4.163581932492452,,5.494372,0.27219453,1.312812486925749,True
2KNO3-1,K1-N1-O3,3.166400739179675,5.260665088156969,,6.6568494,0.2857498,5.066124705995648,True
2FRhSe-1,F1-Rh1-Se1,0.9701876095378101,2.223074154333951,,2.738421,0.26257312,3.025847377778773,True
1InSScSeI2-1,I2-In1-S1-Sc1-Se1,1.110920313220647,1.894293981231975,,2.4380934,0.25654846,0.7964556256424737,True
1GeHfBr2S2-1,Br2-Ge1-Hf1-S2,0.7278901126432598,1.4337761162410505,,1.8206491,0.26262164,0.9580641575909665,True
2CoHO2-1,Co1-H1-O2,0.3908513908942308,2.5963145090799253,,2.9556623,0.3241351,7.9098373151801535,True
1Ga2Mg2S5-1,Ga2-Mg2-S5,1.2285720143148229,2.245940271085945,,2.8488004,0.27242762,1.7045212060458867,True
1ClHfI-1,Cl1-Hf1-I1,0.8137845062752218,1.294527101181934,1.783094939480677,1.7071717,0.263575,0.6959791156778744,True
2AsTlO3-1,As1-O3-Tl1,2.854470708174674,4.437809362625437,,5.695667,0.26730362,3.0307039124599773,True
2BiCdIO2-1,Bi1-Cd1-I1-O2,1.597053172359356,2.5979437033064707,,3.3441772,0.26042378,1.2874175496807307,True
1IHf2Br3-1,Br3-Hf2-I1,0.7125624753192425,1.165242200091372,,1.5286292,0.25474158,0.7856266579466871,True
1Al2Mg2Se5-1,Al2-Mg2-Se5,1.1139074188874427,2.0242223028686857,,2.5835152,0.26764405,1.3420497509270204,True
1HgCl2O2Pb2-1,Cl2-Hg1-O2-Pb2,2.622896263186152,3.7612261898372834,,4.8985295,0.26283237,1.345632278416324,True
1INbSeZrBr2S2-1,Br2-I1-Nb1-S2-Se1-Zr1,1.2121030420888548,2.1424016569111957,,2.7320085,0.2671988,1.328765579107977,True
2FRhTe-1,F1-Rh1-Te1,0.9416880764959008,2.1147648284943856,,2.6048698,0.28623852,2.6948151561143323,True
1SeNb3Br7-1,Br7-Nb3-Se1,0.7596168104130627,1.4766633953519066,,1.8850421,0.2621816,0.9582749788286078,True
1ClITi-1,Cl1-I1-Ti1,0.7449766423218009,1.1874779541570317,1.3827336131074317,1.5630035,0.2657594,0.808774992784232,True
4AlBrSe-1,Al1-Br1-Se1,3.6390616735951182,4.724420712486041,,6.246449,0.2654435,1.7282608574086993,True
1TiSe2-2,Se2-Ti1,0.521635551462551,1.460434461323148,1.48052630070074,1.7991887,0.26443562,2.1179017357677403,True
2MgI2-1,I2-Mg1,2.6385354198822393,3.5933901553956313,,4.7425394,0.259721,0.922002017938916,True
2PScS3-1,P1-S3-Sc1,0.8266396352357432,1.7622864482076672,,2.2030911,0.26025304,1.763783283833698,True
1CdI2O2Pb2-1,Cd1-I2-O2-Pb2,2.1534344843843134,3.1041119460142443,,4.0435424,0.27811185,0.7631176915351672,True
1In2Mg2S5-1,In2-Mg2-S5,1.2976411735681783,2.2701813148939163,,2.890987,0.2645904,1.4334499252070876,True
1STa3Br7-1,Br7-S1-Ta3,0.8470532322221711,1.5103380807282525,,1.9362148,0.25785768,0.6829940703717666,True
1PbBr2-1,Br2-Pb1,2.0041395188281097,2.925616985757542,4.207391866800679,3.8182173,0.26165172,0.6863409179844062,True
1MgAl2Se4-1,Al2-Mg1-Se4,1.064331903932948,1.983518886245092,,2.5202048,0.2578946,1.4339714381405317,True
1FeZrBr6-1,Br6-Fe1-Zr1,0.8709788760179917,3.1640078313548248,,3.7212412,0.31116912,7.848052623951441,True
1CdI2O2Sn2-1,Cd1-I2-O2-Sn2,1.967518687902903,2.76431030917733,,3.6514096,0.27302864,0.36499613090753297,True
2PScS4-1,P1-S4-Sc1,1.8957639660890528,3.20043420329809,,4.070379,0.27252018,2.4273257614094046,True
2GeZrS4-1,Ge1-S4-Zr1,1.0883840418927995,1.953886085828569,,2.505622,0.25841057,1.1725270674719164,True
2AlClTe-1,Al1-Cl1-Te1,2.886182208315711,3.658641385059183,,4.8665657,0.26169845,1.4301902685152743,True
1HgBr2O2Pb2-1,Br2-Hg1-O2-Pb2,2.329302786741817,3.3570388340605763,,4.3735266,0.2806607,1.0044331617156095,True
4AlClTe-1,Al1-Cl1-Te1,2.984553077478413,3.7857189823796604,,5.0421877,0.27389255,1.4671102241388587,True
1SeTa3Br7-1,Br7-Se1-Ta3,0.7897556919151887,1.4519711167004132,,1.8611075,0.26475447,0.7478689617634552,True
2SiNb2S4-1,Nb2-S4-Si1,0.3431501923939342,0.5548318346733021,,0.7787943,0.26680666,1.538431809233426,False
2CaCl2S2H4-1,Ca1-Cl2-H4-S2,5.21930234443192,6.475373145626888,,8.609998,0.2628276,3.102038379734961,True
1MoS2-1,Mo1-S2,1.580389439677671,2.0874393506372604,2.5329069544399143,2.8046548,0.25951815,0.955637904904567,True
1MgGa2S4-1,Ga2-Mg1-S4,1.1281272595153888,2.150661140100558,,2.716539,0.26795062,1.8286233698807066,True
1WMo3S8-1,Mo3-S8-W1,1.5592570255978977,2.075739815233338,,2.7791903,0.2741231,0.8931173627254692,True
2ZrI2-1,I2-Zr1,0.4286812148478634,0.8891570087357981,,1.16479,0.26908222,0.8982782066552711,True
1InNbBr6-1,Br6-In1-Nb1,0.7921024092763109,1.4734968798725645,,1.8936036,0.26065025,0.8014186648456891,True
1BrHf2I5-1,Br1-Hf2-I5,0.3257029866354455,1.0232299780482594,,1.2797283,0.26424763,1.4139611073446592,True
2SrI2O4-1,I2-O4-Sr1,1.6400782436532657,2.967543168996497,,3.7668207,0.26754823,2.740680599207306,True
2NbBr2S2-1,Br2-Nb1-S2,1.5558612031429302,2.4646711927831264,,3.1817508,0.26529762,0.9024396929873733,True
1CdBr2-1,Br2-Cd1,3.069156177744195,4.158939328205569,5.484220227301568,5.4738417,0.27409032,1.3171388466995455,True
4ClGaS-1,Cl1-Ga1-S1,3.5116024882185815,4.7048457450401155,,6.1887302,0.2687819,1.6845843876930986,True
2ClGaS-1,Cl1-Ga1-S1,2.9203360445584,4.207422473202726,,5.4599705,0.26813838,1.8189734442023737,True
1Ga2Mg2Se5-1,Ga2-Mg2-Se5,0.4382395109190922,1.257447007077643,,1.5318856,0.264177,1.7249886451443852,True
4AlIS-1,Al1-I1-S1,2.7692207251097107,3.75675188204338,,4.9508657,0.27564678,1.0323457109163048,True
1MoW3S8-1,Mo1-S8-W3,1.5318072995695844,2.064416252054782,,2.7599535,0.2647567,0.7946039728334365,True
1BrHfI-1,Br1-Hf1-I1,0.7131275307937763,1.1570152795778919,1.61179456060003,1.5314053,0.26676545,0.8083514108560598,True
2AlS-1,Al1-S1,2.0852526605015633,2.8805952527360215,3.7742778524819744,3.7944977,0.26993316,0.4677547157077862,True
1ZrI2-1,I2-Zr1,0.6871043544938795,1.0382805144909861,1.4278630958851566,1.4082074,0.26673555,1.1048459250363378,True
1BrITi-1,Br1-I1-Ti1,0.6789626871347704,1.0371138577924013,1.1984760966647547,1.3896518,0.2606472,1.078397461510505,True
1WS2-1,S2-W1,1.5336240776237322,2.0549285900066074,2.53240643565734,2.7516012,0.2736727,0.8478498545111192,True
2FPt-1,F1-Pt1,0.8112961997298591,2.1650046211579683,,2.6325204,0.2714461,3.639882243662556,True
2InBr3-1,Br3-In1,2.7448821876954974,3.839900034232886,,5.024639,0.25880367,1.215718180279213,True
4ClGaSe-1,Cl1-Ga1-Se1,3.0108633840296095,3.9657467691944497,,5.2348404,0.26963976,1.225126310116334,True
2ClGaSe-1,Cl1-Ga1-Se1,2.6122284467336225,3.6250703732678575,,4.743812,0.26470256,0.9909796970148226,True
1In2Mg2Se5-1,In2-Mg2-Se5,0.6995989195144788,1.4993069093370734,,1.8850601,0.26458803,1.3407596539213318,True
2CaCl2O4-1,Ca1-Cl2-O4,2.8187533495237416,4.622807027438347,,5.8747435,0.27959168,4.010875799437369,True
2FRe3S4-1,F1-Re3-S4,1.6208014560942954,2.38428307743832,,3.1317587,0.26621395,0.1986060783415553,True
2FPPbS3-1,F1-P1-Pb1-S3,1.9958638863788343,2.9686731208560366,,3.8423276,0.26804745,0.8921841468849134,True
2SnZrSe4-1,Se4-Sn1-Zr1,0.8874289143975096,1.6364694218070674,,2.0996773,0.26902562,0.9218328398965375,True
2TaBr2S2-1,Br2-S2-Ta1,1.529382521681295,2.40446647504534,,3.1103952,0.2588745,0.7714877044726541,True
2HgNa2I4-1,Hg1-I4-Na2,1.9678008990907574,2.857287931831081,,3.7438753,0.261408,0.5776363221475994,True
2RhTaS4-1,Rh1-S4-Ta1,0.4634558347763451,1.2313158038820182,,1.5245687,0.26892918,1.4978140680617693,True
1MgIn2S4-1,In2-Mg1-S4,1.163320430691819,2.137263283108915,,2.7228594,0.27536774,1.5744813835102756,True
2PdSO3-1,O3-Pd1-S1,1.2527036848259332,2.850730285604798,,3.4998078,0.28433153,4.323521092279221,True
1ZnBr2-2,Br2-Zn1,3.352786197876543,4.5627699584791745,5.864009159372726,6.003966,0.26948822,1.638955593862617,True
2SrBr2S2H4-1,Br2-H4-S2-Sr1,4.689171936386504,5.813064558159799,,7.722959,0.26512933,2.7273345127380386,True
2IrTaS4-1,Ir1-S4-Ta1,0.49186228756312733,1.3313117824937648,,1.6453192,0.2596206,1.742433693671662,True
2PScSe3-1,P1-Sc1-Se3,0.6837961297052858,1.213794414403848,,1.5741366,0.26513794,0.6812891477118477,True
2IRbCl4-1,Cl4-I1-Rb1,2.4755302332657725,3.6038306957424178,,4.685644,0.26982757,1.3371451474768963,True
4ClInS-1,Cl1-In1-S1,2.588015658976871,3.5361006280009017,,4.663675,0.27177522,0.8840286642110456,True
2GeZrSe4-1,Ge1-Se4-Zr1,0.9990066163084519,1.7755468790011892,,2.2690861,0.2564904,0.8979060178357372,True
2SiNb2Se4-1,Nb2-Se4-Si1,0.44567190083492414,0.6356696483018796,,0.8904301,0.2663033,1.6457467178174998,True
2PZrS3-2,P1-S3-Zr1,0.7594799186176087,1.4976379791729115,,1.8924019,0.2589061,1.0340226775986603,True
4NbS3-2,Nb1-S3,0.3764244595338295,1.0297934514341036,,1.2868587,0.26147112,1.2142622691209513,True
2CaBr2S2H4-1,Br2-Ca1-H4-S2,4.708433539307828,5.883500821419386,,7.8240685,0.2772943,2.679190186310868,True
1BaH2Se2-1,Ba1-H2-Se2,3.2203818212643474,4.157950165867568,,5.5225787,0.26460359,1.4517337541431294,True
2BrTl-1,Br1-Tl1,3.059580194282935,3.922484337631459,,5.2106853,0.2764883,1.4065992835414824,True
4ClInSe-1,Cl1-In1-Se1,2.4871698161876514,3.3591975682760604,,4.429664,0.26710188,0.7918365016739609,True
2ClNb2S6-1,Cl1-Nb2-S6,0.39138725897240123,0.8648632192269328,,1.1119357,0.2676938,0.9182922124139312,True
2ClInS-1,Cl1-In1-S1,1.7973939126829739,2.6488589374999805,,3.4437776,0.2628937,0.48200023469777686,True
1HgI2O2Pb2-1,Hg1-I2-O2-Pb2,1.8205591087044581,2.7064747738196706,,3.511037,0.26278,0.6134734611579888,True
1MoSSe-1,Mo1-S1-Se1,1.4529826159750714,1.9489241378101805,2.3279280396394992,2.6186235,0.2577408,0.8936724031744522,True
2HfSnSe4-1,Hf1-Se4-Sn1,0.9462178695329146,1.613948633220376,,2.0841577,0.25546914,0.57794315230442,True
2NbBr2Se2-1,Br2-Nb1-Se2,1.0961364170632693,1.866026782652541,,2.4180331,0.27274358,0.7580625365439623,True
1FeAl2S4-2,Al2-Fe1-S4,0.6632481470093443,2.3600708821960295,,2.7936385,0.28860644,5.337753537876199,True
2ClInSe-1,Cl1-In1-Se1,2.1267745943842744,3.0755599145703867,,4.0197344,0.26014677,0.7600142639472459,True
2AlSiS3-1,Al1-S3-Si1,2.6699390942468115,3.6515650564743574,,4.802184,0.2557548,0.9667919266664364,True
2CdCl-1,Cd1-Cl1,1.6745004955026992,2.3096990217054163,,3.0596795,0.2587537,0.46989830129056803,True
2FIrSe-1,F1-Ir1-Se1,1.0683630112465146,2.17161220650661,,2.7235448,0.27630556,2.2523834740298265,True
2BiBr3-1,Bi1-Br3,1.9538192218054506,2.822489187011936,,3.6897316,0.26715022,0.5081834623099634,True
1MgGa2Se4-1,Ga2-Mg1-Se4,0.3286707358719714,1.1454765796938642,,1.3987267,0.2582123,1.8448564653269872,True
2BiHgIO2-1,Bi1-Hg1-I1-O2,1.6802089941833271,2.6594027870415053,,3.4328618,0.26197788,1.1206595003592639,True
4AlISe-1,Al1-I1-Se1,2.6987880399100095,3.6669218854688483,,4.825323,0.26791516,0.9714826929885063,True
2GeHfSe4-1,Ge1-Hf1-Se4,1.0715984948777768,1.7587855199366969,,2.274961,0.25726917,0.4843955411654272,True
2GaBr3-1,Br3-Ga1,2.593784613077281,3.64126290963298,,4.749785,0.2624531,1.0675157792770675,True
2MoCl3-3,Cl3-Mo1,0.5074732864204573,0.8150148111902887,,1.1208153,0.25994384,1.2291243461774677,True
2HLiS-1,H1-Li1-S1,3.968592387229113,5.027510333112323,,6.675671,0.26665074,2.065844440053402,True
2AlBrTe-1,Al1-Br1-Te1,2.7289853201995244,3.547164445214137,,4.706826,0.26179492,1.1277091855949957,True
4AlBrTe-1,Al1-Br1-Te1,2.8174574730706787,3.6289911631215808,,4.829006,0.26539466,1.2451568239802895,True
2MgPS3-1,Mg1-P1-S3,2.7957583759134126,3.9217833893563707,,5.1193643,0.26395068,1.306076611337157,True
1MgIn2Se4-1,In2-Mg1-Se4,0.5807938907042192,1.3763587663339154,,1.7237825,0.25242713,1.4643643341847787,True
2PtSO3-1,O3-Pt1-S1,1.4557544319653943,2.976118585189819,,3.6977131,0.26998174,3.783652779431086,True
2PdTeO3-1,O3-Pd1-Te1,0.3688921392146507,1.8002479254755812,,2.094435,0.28271422,4.440735375608771,True
1BrClIn2S2-1,Br1-Cl1-In2-S2,1.849335588001437,2.6848547267476546,,3.5150518,0.25477517,0.40750094104539125,True
2BrNb2S6-1,Br1-Nb2-S6,0.3690850951765303,0.8478889328719315,,1.0902215,0.26382717,0.9349415628983497,True
2CrWS4-1,Cr1-S4-W1,0.9410790659866133,1.4416861255033258,,1.9033864,0.2595887,0.6280608225788362,True
2SiTa2Se4-1,Se4-Si1-Ta2,0.37969743656496857,0.5445961407029907,,0.7739936,0.26973844,1.7217903253852533,False
2TaBr2Se2-1,Br2-Se2-Ta1,0.9898430417617159,1.7249880278682106,,2.225685,0.26430354,0.74750569487372,True
4BrGaSe-1,Br1-Ga1-Se1,2.647187721921296,3.624827790241632,,4.777804,0.2647429,0.9494389817876432,True
1BrCdI-1,Br1-Cd1-I1,2.17937938742626,3.052957679203253,,4.015186,0.26589248,0.5682533380445265,True
2BrGaSe-1,Br1-Ga1-Se1,2.0760186274454564,3.1091719689487283,,4.0323596,0.26156843,1.1050394030459723,True
1BrITl2-1,Br1-I1-Tl2,1.9459956738211255,2.5872539235568723,,3.4409823,0.26793846,0.7507219321779867,True
2NiSeO3-1,Ni1-O3-Se1,0.3099547405576737,2.5544194811235115,,2.8931484,0.31453708,8.165723302252237,True
2KTaI6-1,I6-K1-Ta1,0.9888897582750729,2.0533055907903375,,2.5679433,0.27078953,2.1590327864628325,True
1GaInBr2S2-1,Br2-Ga1-In1-S2,1.6394345493067113,2.73597116156384,,3.5103478,0.26682115,1.6878344225440847,True
2ClGaTe-1,Cl1-Ga1-Te1,2.1626809113806296,2.8932803171910066,,3.840591,0.2697171,0.6898754865803353,True
2ClNb2Se6-1,Cl1-Nb2-Se6,0.6245028982397751,1.0811610977219632,,1.4167101,0.25668052,0.8013346825077121,True
4ClGaTe-1,Cl1-Ga1-Te1,2.1718292563346586,2.889765738822965,,3.8337545,0.25463414,0.7399161976930883,True
2FRe3Se4-1,F1-Re3-Se4,1.2663897530908725,1.9573938092468,,2.5623963,0.26259527,0.26319506669431747,True
2ZrSe5-1,Se5-Zr1,0.3038960583511634,0.24306922007642706,,0.44905236,0.24884382,2.6091231617242343,False
2BrTa2S6-1,Br1-S6-Ta2,0.5384859461129983,0.9819986689607538,,1.2922347,0.26683658,0.8590791567829058,True
1SSeW-1,S1-Se1-W1,1.4016133079682724,1.9111655146654165,2.3137266925538102,2.5520542,0.27135146,0.7901368367481993,True
4BrInS-1,Br1-In1-S1,2.5713036341455715,3.5065535217132124,,4.6201653,0.27281058,0.863438514728187,True
1AlCdInS4-1,Al1-Cd1-In1-S4,0.9060311000738517,1.8772431361735278,,2.3526807,0.2690082,1.8325717386691265,True
1SSeIn3Br5-1,Br5-In3-S1-Se1,1.91857239395951,2.8981108634715675,,3.7547607,0.27453962,0.9595848449723271,True
1HfK2H6S6-1,H6-Hf1-K2-S6,3.0135486512122043,4.336349846488198,,5.6419625,0.26010603,1.9290962764125619,True
1ClISSeGa2-1,Cl1-Ga2-I1-S1-Se1,0.8914895149997271,1.776946088385527,,2.260562,0.2659371,1.4758268628712499,True
1AlISe-1,Al1-I1-Se1,1.4270022297000922,2.1861313349090983,,2.8347588,0.26339823,0.3411788115488964,True
2SrI2S2H4-1,H4-I2-S2-Sr1,4.041520765040355,4.990520994395423,,6.6641564,0.27422062,2.335643101070258,True
2WCl3-2,Cl3-W1,0.4871859274393734,0.8831297062391703,,1.1708446,0.27621323,0.9724280525835846,True
1CdCl2S2Sn2-1,Cd1-Cl2-S2-Sn2,2.0933357630706615,2.822002952314657,,3.7400854,0.26858762,0.6127886381206996,True
1MoSe2-1,Mo1-Se2,1.3214381859138422,1.804162297991274,2.1190653734421043,2.4133108,0.2549603,0.8510353924678082,True
4BrInSe-1,Br1-In1-Se1,2.2529477973465193,3.1458939507746773,,4.11959,0.26830253,0.6323417094598317,True
1ZrK2H6S6-1,H6-K2-S6-Zr1,2.6888475241355017,4.1178837969133735,,5.3012915,0.2677288,2.462946686804706,True
2BrInS-1,Br1-In1-S1,1.908160946441894,2.7286859979882396,,3.5852416,0.25854388,0.36670286262522894,True
2TlCl3-1,Cl3-Tl1,2.425105825520487,3.537125933173482,,4.6098285,0.25797766,1.2893428879364262,True
2ClInTe-1,Cl1-In1-Te1,1.857825697445413,2.6220360098161177,,3.4554708,0.26067457,0.2762280220462539,True
2NbI2S2-1,I2-Nb1-S2,1.4315294260329843,2.2841334567273632,,2.9591856,0.26302055,0.7589879450501632,True
2BrInSe-1,Br1-In1-Se1,1.736365035671096,2.703966959870497,,3.4951982,0.26493683,1.0255262602668354,True
2HTeLi3S4-1,H1-Li3-S4-Te1,2.0933661566123334,2.992020082294654,,3.92312,0.26881543,0.6007726071270286,True
1AgGeTaCl2S4-1,Ag1-Cl2-Ge1-S4-Ta1,1.225981670928006,2.2710940805171367,,2.870792,0.26640874,1.8326204030967679,True
2INb2S6-1,I1-Nb2-S6,0.31843324563788933,0.8161767729607581,,1.0400186,0.2554183,0.9837622148482493,True
2SZn-1,S1-Zn1,2.5570100290180697,3.7713145457679995,4.690599466589594,4.8893194,0.27696306,1.6417405923051793,True
2HfSe5-1,Hf1-Se5,0.33689237317134557,0.22854099427877506,,0.439487,0.25873443,2.829384566768113,False
1Al2S5-1,Al2-S5,2.2112436137820706,3.2678169545105558,,4.2391376,0.2651796,1.1430158572203595,True
2CaI2S2H4-1,Ca1-H4-I2-S2,3.9295223725738824,5.165829837533288,,6.804778,0.26852953,1.9801754386021773,True
2BrNb2Se6-1,Br1-Nb2-Se6,0.6165807418478244,1.065448218939299,,1.3907788,0.2633042,0.8194887272431172,True
2RhCl3-1,Cl3-Rh1,1.5902587402081827,3.190377958412307,,3.9665802,0.27639753,4.028554586996483,True
